pair,source,retrieval_percentile_a,retrieval_percentile_h,top1_a,top1_h,claims_a,claims_h,top1_excess_chance_a,top1_excess_chance_h,human_retrieval_percentile,ai_retrieval_percentile,human_top1,ai_top1,human_top1_excess_chance,ai_top1_excess_chance
pair_bcf406a7,olympiads_ref,0.5,0.3666666666666667,0.14285714285714285,0.16666666666666666,7,6,0.0,0.0,0.3666666666666667,0.5,0.16666666666666666,0.14285714285714285,0.0,0.0
pair_bd9a753b,olympiads,0.5,0.16666666666666666,0.5,0.0,2,3,0.0,-0.49999999999999994,0.16666666666666666,0.5,0.0,0.5,-0.49999999999999994,0.0
pair_bdf62298,olympiads,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,6,3,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
pair_bea018ad,olympiads,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_c0472e13,olympiads,0.5,0.5,0.16666666666666666,0.2,6,5,0.0,0.0,0.5,0.5,0.2,0.16666666666666666,0.0,0.0
pair_c09884b9,olympiads,0.5,0.5,0.16666666666666666,0.5,6,2,0.0,0.0,0.5,0.5,0.5,0.16666666666666666,0.0,0.0
pair_c18406c6,olympiads,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_c1bb04bb,math_test,0.5,0.5,0.5,0.2,2,5,0.0,0.0,0.5,0.5,0.2,0.5,0.0,0.0
pair_c287c8cc,olympiads,0.5,0.5,0.14285714285714285,0.2,7,5,0.0,0.0,0.5,0.5,0.2,0.14285714285714285,0.0,0.0
pair_c3d7ea8c,secondary_math,0.5,0.5,0.2,0.2,5,5,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.0
pair_c467645c,amc_aime,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_c5ea827c,olympiads,0.5,0.65,0.14285714285714285,0.4,7,5,0.0,0.25,0.65,0.5,0.4,0.14285714285714285,0.25,0.0
pair_c6689f42,cn_k12,0.5,1.0,0.5,1.0,2,2,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0
pair_c6bd3484,cn_contest,0.5,0.5,0.14285714285714285,0.5,7,2,0.0,0.0,0.5,0.5,0.5,0.14285714285714285,0.0,0.0
pair_c84a0169,olympiads,0.5,0.33333333333333337,0.2,0.25,5,4,0.0,0.0,0.33333333333333337,0.5,0.25,0.2,0.0,0.0
pair_c87c42da,aops_forum,0.5,0.5,0.25,0.14285714285714285,4,7,0.0,0.0,0.5,0.5,0.14285714285714285,0.25,0.0,0.0
pair_ca2874ed,cn_k12,0.5,1.0,0.5,1.0,2,2,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0
pair_cc62a034,olympiads_ref,0.5357142857142857,0.5,0.125,0.25,8,4,0.0,0.0,0.5,0.5357142857142857,0.25,0.125,0.0,0.0
pair_cc96d025,olympiads,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_ce09405f,math_test,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
pair_ceff9d94,amc_aime,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_d43fae54,olympiads,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_d71a4f84,math_train,0.5,0.5,0.125,0.5,8,2,0.0,0.0,0.5,0.5,0.5,0.125,0.0,0.0
pair_d770fbd5,cn_contest,0.5,0.5,0.16666666666666666,0.2,6,5,0.0,0.0,0.5,0.5,0.2,0.16666666666666666,0.0,0.0
pair_d809415a,olympiads_ref,0.5,0.43333333333333335,0.3333333333333333,0.0,3,6,0.0,-0.19999999999999998,0.43333333333333335,0.5,0.0,0.3333333333333333,-0.19999999999999998,0.0
pair_d84ba343,olympiads,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_dd910f6b,aops_forum,0.5,0.5,0.25,0.5,4,2,0.0,0.0,0.5,0.5,0.5,0.25,0.0,0.0
pair_de450765,math_train,0.5,0.5,0.2,0.5,5,2,0.0,0.0,0.5,0.5,0.5,0.2,0.0,0.0
pair_de5f4228,olympiads,0.4166666666666667,0.5,0.25,0.3333333333333333,4,3,0.0,0.0,0.5,0.4166666666666667,0.3333333333333333,0.25,0.0,0.0
pair_df433d2d,amc_aime,0.5,0.5,0.5,0.3333333333333333,2,3,0.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.0,0.0
pair_e0ba091c,math_train,0.5833333333333334,0.5,0.5,0.3333333333333333,4,3,0.3333333333333333,0.0,0.5,0.5833333333333334,0.3333333333333333,0.5,0.0,0.3333333333333333
pair_e4726314,math_test,0.5,1.0,0.5,1.0,2,2,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0
pair_e72fc59f,math_test,0.5,0.5,0.25,0.3333333333333333,4,3,0.0,0.0,0.5,0.5,0.3333333333333333,0.25,0.0,0.0
pair_e8464b73,math_train,0.43333333333333335,0.5,0.16666666666666666,0.5,6,2,0.0,0.0,0.5,0.43333333333333335,0.5,0.16666666666666666,0.0,0.0
pair_e9e6e2e1,aops_forum,0.45,0.5,0.2,0.25,5,4,0.0,0.0,0.5,0.45,0.25,0.2,0.0,0.0
pair_ebfa8074,olympiads,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_ed2314b2,secondary_math,0.4666666666666666,0.5,0.16666666666666666,0.3333333333333333,6,3,0.0,0.0,0.5,0.4666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
pair_ed6427c7,aops_forum,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_edfc7430,inequalities,0.5,0.5,0.5,0.25,2,4,0.0,0.0,0.5,0.5,0.25,0.5,0.0,0.0
pair_f0724d01,olympiads,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,0.49999999999999994,0.49999999999999994,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.49999999999999994,0.49999999999999994
pair_f09d84fe,olympiads,0.5,0.5,0.3333333333333333,0.125,3,8,0.0,0.0,0.5,0.5,0.125,0.3333333333333333,0.0,0.0
pair_f0cb5297,olympiads,0.5,0.5,0.2,0.5,5,2,0.0,0.0,0.5,0.5,0.5,0.2,0.0,0.0
pair_f1a813ba,olympiads,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_f28120a2,olympiads_ref,0.5,0.6,0.25,0.4,4,5,0.0,0.25,0.6,0.5,0.4,0.25,0.25,0.0
pair_f39a4f3d,olympiads,0.5,0.45,0.3333333333333333,0.2,3,5,0.0,0.0,0.45,0.5,0.2,0.3333333333333333,0.0,0.0
pair_f3bf23d2,math_train,0.5178571428571429,0.5,0.125,0.5,8,2,0.0,0.0,0.5,0.5178571428571429,0.5,0.125,0.0,0.0
pair_f5d4e5bf,cn_k12,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
pair_f61e24aa,math_train,0.5,0.5,0.2,0.5,5,2,0.0,0.0,0.5,0.5,0.5,0.2,0.0,0.0
pair_f6743d4f,amc_aime,0.5,0.5,0.125,0.5,8,2,0.0,0.0,0.5,0.5,0.5,0.125,0.0,0.0
pair_f700873e,cn_k12,0.5,0.4666666666666666,0.25,0.16666666666666666,4,6,0.0,0.0,0.4666666666666666,0.5,0.16666666666666666,0.25,0.0,0.0
pair_f7c29af4,amc_aime,0.5,0.5333333333333333,0.3333333333333333,0.16666666666666666,3,6,0.0,0.0,0.5333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0
pair_f7ccc7ae,olympiads_ref,0.5,0.5,0.5,0.3333333333333333,2,3,0.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.0,0.0
pair_f8e24a30,math_train,0.5,0.33333333333333337,0.5,0.0,2,4,0.0,-0.3333333333333333,0.33333333333333337,0.5,0.0,0.5,-0.3333333333333333,0.0
pair_f919f46c,math_test,0.5,0.5,0.3333333333333333,0.5,3,2,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.0
pair_f97ece2d,cn_k12,0.45238095238095244,0.5,0.14285714285714285,0.3333333333333333,7,3,0.0,0.0,0.5,0.45238095238095244,0.3333333333333333,0.14285714285714285,0.0,0.0
pair_fa6b0ceb,olympiads,0.5,0.5,0.14285714285714285,0.25,7,4,0.0,0.0,0.5,0.5,0.25,0.14285714285714285,0.0,0.0
pair_faafdcfc,math_test,0.5,0.43333333333333335,0.5,0.0,2,6,0.0,-0.19999999999999998,0.43333333333333335,0.5,0.0,0.5,-0.19999999999999998,0.0
pair_faeeadb5,inequalities,0.5,0.5178571428571429,0.25,0.125,4,8,0.0,0.0,0.5178571428571429,0.5,0.125,0.25,0.0,0.0
pair_fd0d8c78,cn_k12,0.5,0.5,0.3333333333333333,0.25,3,4,0.0,0.0,0.5,0.5,0.25,0.3333333333333333,0.0,0.0
pair_ff074495,secondary_math,0.5,0.5,0.25,0.3333333333333333,4,3,0.0,0.0,0.5,0.5,0.3333333333333333,0.25,0.0,0.0
